"original_row","filename","predicted_class","confidence","sign_name"
"1338","01338.png","41","0.50966197","추월 금지 해제"
"1339","01339.png","31","0.94036257","야생동물 출현 주의"
"1340","01340.png","13","0.91513014","양보"
"1341","01341.png","9","0.91928750","추월 금지"
"1342","01342.png","13","0.89192206","양보"
"1343","01343.png","12","0.92132777","우선도로"
"1344","01344.png","38","0.91367131","우측 통행"
"1345","01345.png","8","0.92798984","제한속도 120km/h"
"1346","01346.png","35","0.93283880","직진 지시"
"1347","01347.png","38","0.88635480","우측 통행"
"1348","01348.png","7","0.94647640","제한속도 100km/h"
"1349","01349.png","2","0.88733447","제한속도 50km/h"
"1350","01350.png","5","0.94445354","제한속도 80km/h"
"1351","01351.png","12","0.90714389","우선도로"
"1352","01352.png","25","0.93530154","도로 공사"
"1353","01353.png","8","0.93311864","제한속도 120km/h"
"1354","01354.png","2","0.91376626","제한속도 50km/h"
"1355","01355.png","12","0.93457973","우선도로"
"1356","01356.png","28","0.98660153","어린이 보호"
"1357","01357.png","12","0.89921916","우선도로"
"1358","01358.png","2","0.89066094","제한속도 50km/h"
"1359","01359.png","2","0.87573230","제한속도 50km/h"
"1360","01360.png","26","0.98928076","신호등 주의"
"1361","01361.png","3","0.92854273","제한속도 60km/h"
"1362","01362.png","8","0.93715650","제한속도 120km/h"
"1363","01363.png","11","0.80208367","다음 교차로 우선권"
"1364","01364.png","8","0.90164709","제한속도 120km/h"
"1365","01365.png","10","0.91045183","3.5톤 초과 차량 추월 금지"
"1366","01366.png","12","0.91150641","우선도로"
"1367","01367.png","5","0.94041818","제한속도 80km/h"
"1368","01368.png","40","0.94132972","회전교차로"
"1369","01369.png","2","0.80939400","제한속도 50km/h"
"1370","01370.png","33","0.91640306","우회전 지시"
"1371","01371.png","25","0.93899041","도로 공사"
"1372","01372.png","2","0.86366564","제한속도 50km/h"
"1373","01373.png","41","0.99210393","추월 금지 해제"
"1374","01374.png","16","0.97315174","3.5톤 초과 차량 통행 금지"
"1375","01375.png","18","0.93742651","일반 위험 주의"
"1376","01376.png","8","0.92977381","제한속도 120km/h"
"1377","01377.png","3","0.88952959","제한속도 60km/h"
"1378","01378.png","34","0.92268467","좌회전 지시"
"1379","01379.png","31","0.91031134","야생동물 출현 주의"
"1380","01380.png","9","0.91563606","추월 금지"
"1381","01381.png","9","0.92989421","추월 금지"
"1382","01382.png","13","0.92521685","양보"
"1383","01383.png","38","0.90947628","우측 통행"
"1384","01384.png","7","0.92638612","제한속도 100km/h"
"1385","01385.png","4","0.78103691","제한속도 70km/h"
"1386","01386.png","4","0.92044955","제한속도 70km/h"
"1387","01387.png","13","0.89920568","양보"
"1388","01388.png","12","0.92426652","우선도로"
"1389","01389.png","18","0.89192837","일반 위험 주의"
"1390","01390.png","8","0.96803141","제한속도 120km/h"
"1391","01391.png","38","0.89376193","우측 통행"
"1392","01392.png","25","0.92274749","도로 공사"
"1393","01393.png","5","0.92344028","제한속도 80km/h"
"1394","01394.png","2","0.91064167","제한속도 50km/h"
"1395","01395.png","42","0.57850820","3.5톤 초과 차량 추월 금지 해제"
"1396","01396.png","13","0.91844660","양보"
"1397","01397.png","35","0.94075102","직진 지시"
"1398","01398.png","10","0.87839139","3.5톤 초과 차량 추월 금지"
"1399","01399.png","12","0.91111743","우선도로"
"1400","01400.png","33","0.96547872","우회전 지시"
"1401","01401.png","13","0.91142875","양보"
"1402","01402.png","11","0.97610283","다음 교차로 우선권"
"1403","01403.png","2","0.89531624","제한속도 50km/h"
"1404","01404.png","38","0.86314476","우측 통행"
"1405","01405.png","10","0.91330183","3.5톤 초과 차량 추월 금지"
"1406","01406.png","13","0.85744500","양보"
"1407","01407.png","17","0.94212693","진입 금지"
"1408","01408.png","12","0.90818000","우선도로"
"1409","01409.png","1","0.91327250","제한속도 30km/h"
"1410","01410.png","15","0.93847042","모든 차량 통행 금지"
"1411","01411.png","7","0.95877594","제한속도 100km/h"
"1412","01412.png","18","0.94939893","일반 위험 주의"
"1413","01413.png","34","0.92878902","좌회전 지시"
"1414","01414.png","38","0.89542651","우측 통행"
"1415","01415.png","12","0.90602958","우선도로"
"1416","01416.png","3","0.92799079","제한속도 60km/h"
"1417","01417.png","3","0.89446485","제한속도 60km/h"
"1418","01418.png","4","0.92588675","제한속도 70km/h"
"1419","01419.png","12","0.90184224","우선도로"
"1420","01420.png","12","0.91646898","우선도로"
"1421","01421.png","10","0.92736655","3.5톤 초과 차량 추월 금지"
"1422","01422.png","11","0.80427969","다음 교차로 우선권"
"1423","01423.png","14","0.92488450","정지"
"1424","01424.png","12","0.89639628","우선도로"
"1425","01425.png","14","0.96061069","정지"
"1426","01426.png","10","0.91575533","3.5톤 초과 차량 추월 금지"
"1427","01427.png","4","0.92357153","제한속도 70km/h"
"1428","01428.png","17","0.94553846","진입 금지"
"1429","01429.png","7","0.92950571","제한속도 100km/h"
"1430","01430.png","13","0.90506613","양보"
"1431","01431.png","27","0.92885154","보행자 주의"
"1432","01432.png","17","0.95525998","진입 금지"
"1433","01433.png","8","0.94518161","제한속도 120km/h"
"1434","01434.png","23","0.56249315","미끄러운 도로"
"1435","01435.png","18","0.94585079","일반 위험 주의"
"1436","01436.png","11","0.93973219","다음 교차로 우선권"
"1437","01437.png","38","0.91027969","우측 통행"
"1438","01438.png","10","0.88046360","3.5톤 초과 차량 추월 금지"
"1439","01439.png","10","0.90628880","3.5톤 초과 차량 추월 금지"
"1440","01440.png","5","0.95727420","제한속도 80km/h"
"1441","01441.png","25","0.92395145","도로 공사"
"1442","01442.png","18","0.93999398","일반 위험 주의"
"1443","01443.png","4","0.92413265","제한속도 70km/h"
"1444","01444.png","11","0.93073374","다음 교차로 우선권"
"1445","01445.png","31","0.93259001","야생동물 출현 주의"
"1446","01446.png","12","0.92117029","우선도로"
"1447","01447.png","1","0.90107208","제한속도 30km/h"
"1448","01448.png","8","0.91677272","제한속도 120km/h"
"1449","01449.png","12","0.94536537","우선도로"
"1450","01450.png","35","0.95068997","직진 지시"
"1451","01451.png","11","0.92844796","다음 교차로 우선권"
"1452","01452.png","5","0.94203544","제한속도 80km/h"
"1453","01453.png","4","0.93775088","제한속도 70km/h"
"1454","01454.png","2","0.90265715","제한속도 50km/h"
"1455","01455.png","18","0.93855989","일반 위험 주의"
"1456","01456.png","38","0.92605078","우측 통행"
"1457","01457.png","5","0.96179682","제한속도 80km/h"
"1458","01458.png","38","0.89579070","우측 통행"
"1459","01459.png","13","0.91119593","양보"
"1460","01460.png","10","0.91027004","3.5톤 초과 차량 추월 금지"
"1461","01461.png","3","0.92391074","제한속도 60km/h"
"1462","01462.png","42","0.87238705","3.5톤 초과 차량 추월 금지 해제"
"1463","01463.png","34","0.95345712","좌회전 지시"
"1464","01464.png","31","0.95632857","야생동물 출현 주의"
"1465","01465.png","26","0.94605058","신호등 주의"
"1466","01466.png","8","0.93744737","제한속도 120km/h"
"1467","01467.png","5","0.94954360","제한속도 80km/h"
"1468","01468.png","7","0.93126750","제한속도 100km/h"
"1469","01469.png","19","0.96912026","좌측 위험 굽은도로"
"1470","01470.png","15","0.93860990","모든 차량 통행 금지"
"1471","01471.png","2","0.90289056","제한속도 50km/h"
"1472","01472.png","3","0.91973525","제한속도 60km/h"
"1473","01473.png","10","0.88787919","3.5톤 초과 차량 추월 금지"
"1474","01474.png","13","0.90448624","양보"
"1475","01475.png","18","0.41746750","일반 위험 주의"
"1476","01476.png","2","0.91144353","제한속도 50km/h"
"1477","01477.png","35","0.72330350","직진 지시"
"1478","01478.png","4","0.91211665","제한속도 70km/h"
"1479","01479.png","31","0.94362348","야생동물 출현 주의"
"1480","01480.png","25","0.91617858","도로 공사"
"1481","01481.png","13","0.91292900","양보"
"1482","01482.png","1","0.90602535","제한속도 30km/h"
"1483","01483.png","2","0.88542879","제한속도 50km/h"
"1484","01484.png","8","0.93020344","제한속도 120km/h"
"1485","01485.png","12","0.95796156","우선도로"
"1486","01486.png","2","0.89212501","제한속도 50km/h"
"1487","01487.png","32","0.96963578","모든 속도·추월 제한 해제"
"1488","01488.png","12","0.90463078","우선도로"
"1489","01489.png","12","0.83227408","우선도로"
"1490","01490.png","12","0.93322724","우선도로"
"1491","01491.png","2","0.91727304","제한속도 50km/h"
"1492","01492.png","7","0.55957741","제한속도 100km/h"
"1493","01493.png","5","0.93990493","제한속도 80km/h"
"1494","01494.png","7","0.94966483","제한속도 100km/h"
"1495","01495.png","34","0.97562307","좌회전 지시"
"1496","01496.png","38","0.95094657","우측 통행"
"1497","01497.png","7","0.93369198","제한속도 100km/h"
"1498","01498.png","2","0.89879179","제한속도 50km/h"
"1499","01499.png","8","0.91701418","제한속도 120km/h"
"1500","01500.png","2","0.90761817","제한속도 50km/h"
"1501","01501.png","8","0.92598486","제한속도 120km/h"
"1502","01502.png","8","0.95256114","제한속도 120km/h"
"1503","01503.png","9","0.91993654","추월 금지"
"1504","01504.png","7","0.93029648","제한속도 100km/h"
"1505","01505.png","13","0.90695226","양보"
"1506","01506.png","1","0.91951281","제한속도 30km/h"
"1507","01507.png","5","0.91441864","제한속도 80km/h"
"1508","01508.png","38","0.89926302","우측 통행"
"1509","01509.png","17","0.93614739","진입 금지"
"1510","01510.png","5","0.94172251","제한속도 80km/h"
"1511","01511.png","10","0.92858523","3.5톤 초과 차량 추월 금지"
"1512","01512.png","18","0.97623342","일반 위험 주의"
"1513","01513.png","13","0.91390938","양보"
"1514","01514.png","30","0.98142308","빙판·눈길 주의"
"1515","01515.png","1","0.90195179","제한속도 30km/h"
"1516","01516.png","3","0.89221102","제한속도 60km/h"
"1517","01517.png","42","0.86049134","3.5톤 초과 차량 추월 금지 해제"
"1518","01518.png","16","0.98547632","3.5톤 초과 차량 통행 금지"
"1519","01519.png","0","0.92220235","제한속도 20km/h"
"1520","01520.png","8","0.94213730","제한속도 120km/h"
"1521","01521.png","8","0.93459535","제한속도 120km/h"
"1522","01522.png","17","0.94971514","진입 금지"
"1523","01523.png","13","0.90657341","양보"
"1524","01524.png","30","0.96570343","빙판·눈길 주의"
"1525","01525.png","18","0.94446599","일반 위험 주의"
"1526","01526.png","38","0.89824045","우측 통행"
"1527","01527.png","2","0.87932765","제한속도 50km/h"
"1528","01528.png","12","0.90307152","우선도로"
"1529","01529.png","38","0.91895521","우측 통행"
"1530","01530.png","13","0.91360658","양보"
"1531","01531.png","1","0.90690202","제한속도 30km/h"
"1532","01532.png","11","0.93546337","다음 교차로 우선권"
"1533","01533.png","14","0.93151695","정지"
"1534","01534.png","5","0.85552025","제한속도 80km/h"
"1535","01535.png","3","0.93854815","제한속도 60km/h"
"1536","01536.png","38","0.91613823","우측 통행"
"1537","01537.png","39","0.98967451","좌측 통행"
"1538","01538.png","5","0.92920583","제한속도 80km/h"
"1539","01539.png","25","0.95311087","도로 공사"
"1540","01540.png","10","0.90766138","3.5톤 초과 차량 추월 금지"
"1541","01541.png","29","0.97392040","자전거 횡단 주의"
"1542","01542.png","3","0.90159804","제한속도 60km/h"
"1543","01543.png","9","0.93525827","추월 금지"
"1544","01544.png","25","0.90261525","도로 공사"
"1545","01545.png","38","0.90708166","우측 통행"
"1546","01546.png","2","0.90761453","제한속도 50km/h"
"1547","01547.png","5","0.92250657","제한속도 80km/h"
"1548","01548.png","25","0.89268345","도로 공사"
"1549","01549.png","25","0.91398227","도로 공사"
"1550","01550.png","13","0.92031926","양보"
"1551","01551.png","10","0.90566492","3.5톤 초과 차량 추월 금지"
"1552","01552.png","5","0.91725022","제한속도 80km/h"
"1553","01553.png","3","0.89997715","제한속도 60km/h"
"1554","01554.png","38","0.90179354","우측 통행"
"1555","01555.png","1","0.90873861","제한속도 30km/h"
"1556","01556.png","4","0.93963444","제한속도 70km/h"
"1557","01557.png","28","0.96909350","어린이 보호"
"1558","01558.png","2","0.90319860","제한속도 50km/h"
"1559","01559.png","20","0.97210997","우측 위험 굽은도로"
"1560","01560.png","42","0.94506985","3.5톤 초과 차량 추월 금지 해제"
"1561","01561.png","2","0.92265821","제한속도 50km/h"
"1562","01562.png","38","0.90047866","우측 통행"
"1563","01563.png","38","0.90974689","우측 통행"
"1564","01564.png","22","0.96799123","노면 요철"
"1565","01565.png","1","0.91128498","제한속도 30km/h"
"1566","01566.png","25","0.91398579","도로 공사"
"1567","01567.png","10","0.96681446","3.5톤 초과 차량 추월 금지"
"1568","01568.png","2","0.89302176","제한속도 50km/h"
"1569","01569.png","5","0.91107070","제한속도 80km/h"
"1570","01570.png","17","0.94020957","진입 금지"
"1571","01571.png","1","0.90045834","제한속도 30km/h"
"1572","01572.png","20","0.98637307","우측 위험 굽은도로"
"1573","01573.png","3","0.68512887","제한속도 60km/h"
"1574","01574.png","9","0.28975090","추월 금지"
"1575","01575.png","38","0.91045564","우측 통행"
"1576","01576.png","38","0.89500803","우측 통행"
"1577","01577.png","28","0.96081847","어린이 보호"
"1578","01578.png","3","0.90408033","제한속도 60km/h"
"1579","01579.png","28","0.97538573","어린이 보호"
"1580","01580.png","6","0.93840742","제한속도 80km/h 해제"
"1581","01581.png","13","0.91792148","양보"
"1582","01582.png","30","0.98235667","빙판·눈길 주의"
"1583","01583.png","21","0.95517480","연속 굽은도로"
"1584","01584.png","2","0.88332361","제한속도 50km/h"
"1585","01585.png","7","0.93805057","제한속도 100km/h"
"1586","01586.png","17","0.94690651","진입 금지"
"1587","01587.png","35","0.93644065","직진 지시"
"1588","01588.png","14","0.95805323","정지"
"1589","01589.png","13","0.90627420","양보"
"1590","01590.png","10","0.88330907","3.5톤 초과 차량 추월 금지"
"1591","01591.png","38","0.91200221","우측 통행"
"1592","01592.png","17","0.93579918","진입 금지"
"1593","01593.png","10","0.90618992","3.5톤 초과 차량 추월 금지"
"1594","01594.png","11","0.94902432","다음 교차로 우선권"
"1595","01595.png","8","0.95362866","제한속도 120km/h"
"1596","01596.png","15","0.84113353","모든 차량 통행 금지"
"1597","01597.png","26","0.95963359","신호등 주의"
"1598","01598.png","2","0.91957957","제한속도 50km/h"
"1599","01599.png","4","0.92716765","제한속도 70km/h"
"1600","01600.png","38","0.86377251","우측 통행"
"1601","01601.png","6","0.93993932","제한속도 80km/h 해제"
"1602","01602.png","1","0.90399265","제한속도 30km/h"
"1603","01603.png","25","0.93172812","도로 공사"
"1604","01604.png","7","0.90555394","제한속도 100km/h"
"1605","01605.png","8","0.94075322","제한속도 120km/h"
"1606","01606.png","18","0.93887526","일반 위험 주의"
"1607","01607.png","3","0.90804118","제한속도 60km/h"
"1608","01608.png","8","0.92186135","제한속도 120km/h"
"1609","01609.png","13","0.91393030","양보"
"1610","01610.png","16","0.98787898","3.5톤 초과 차량 통행 금지"
"1611","01611.png","23","0.98575521","미끄러운 도로"
"1612","01612.png","42","0.93035829","3.5톤 초과 차량 추월 금지 해제"
"1613","01613.png","16","0.98338866","3.5톤 초과 차량 통행 금지"
"1614","01614.png","12","0.95455390","우선도로"
"1615","01615.png","2","0.86706084","제한속도 50km/h"
"1616","01616.png","9","0.91222709","추월 금지"
"1617","01617.png","32","0.97448790","모든 속도·추월 제한 해제"
"1618","01618.png","12","0.94764388","우선도로"
"1619","01619.png","2","0.87960988","제한속도 50km/h"
"1620","01620.png","7","0.90541583","제한속도 100km/h"
"1621","01621.png","7","0.91495138","제한속도 100km/h"
"1622","01622.png","38","0.88952643","우측 통행"
"1623","01623.png","12","0.93338746","우선도로"
"1624","01624.png","7","0.93551642","제한속도 100km/h"
"1625","01625.png","25","0.94219607","도로 공사"
"1626","01626.png","38","0.89977717","우측 통행"
"1627","01627.png","38","0.78165251","우측 통행"
"1628","01628.png","21","0.96973163","연속 굽은도로"
"1629","01629.png","9","0.94796687","추월 금지"
"1630","01630.png","11","0.94039285","다음 교차로 우선권"
"1631","01631.png","10","0.91712815","3.5톤 초과 차량 추월 금지"
"1632","01632.png","25","0.93824494","도로 공사"
"1633","01633.png","12","0.89757937","우선도로"
"1634","01634.png","20","0.85497653","우측 위험 굽은도로"
"1635","01635.png","5","0.91074520","제한속도 80km/h"
"1636","01636.png","10","0.91041535","3.5톤 초과 차량 추월 금지"
"1637","01637.png","2","0.88949770","제한속도 50km/h"
"1638","01638.png","23","0.94289809","미끄러운 도로"
"1639","01639.png","9","0.94925892","추월 금지"
"1640","01640.png","33","0.92393905","우회전 지시"
"1641","01641.png","13","0.92210799","양보"
"1642","01642.png","35","0.94257498","직진 지시"
"1643","01643.png","19","0.98941725","좌측 위험 굽은도로"
"1644","01644.png","8","0.94264263","제한속도 120km/h"
"1645","01645.png","5","0.91395092","제한속도 80km/h"
"1646","01646.png","34","0.94482648","좌회전 지시"
"1647","01647.png","9","0.92950046","추월 금지"
"1648","01648.png","10","0.90226483","3.5톤 초과 차량 추월 금지"
"1649","01649.png","1","0.80721462","제한속도 30km/h"
"1650","01650.png","35","0.92013299","직진 지시"
"1651","01651.png","17","0.93940359","진입 금지"
"1652","01652.png","13","0.90581417","양보"
"1653","01653.png","10","0.89510566","3.5톤 초과 차량 추월 금지"
"1654","01654.png","38","0.92421860","우측 통행"
"1655","01655.png","13","0.90919179","양보"
"1656","01656.png","7","0.92349911","제한속도 100km/h"
"1657","01657.png","26","0.97513652","신호등 주의"
"1658","01658.png","12","0.91342646","우선도로"
"1659","01659.png","14","0.95626301","정지"
"1660","01660.png","7","0.90764838","제한속도 100km/h"
"1661","01661.png","28","0.98166198","어린이 보호"
"1662","01662.png","17","0.94723064","진입 금지"
"1663","01663.png","31","0.92629141","야생동물 출현 주의"
"1664","01664.png","2","0.92787665","제한속도 50km/h"
"1665","01665.png","25","0.89941955","도로 공사"
"1666","01666.png","16","0.98373276","3.5톤 초과 차량 통행 금지"
"1667","01667.png","6","0.96858537","제한속도 80km/h 해제"
"1668","01668.png","12","0.91841161","우선도로"
"1669","01669.png","38","0.92569137","우측 통행"
"1670","01670.png","17","0.93894994","진입 금지"
"1671","01671.png","10","0.94598967","3.5톤 초과 차량 추월 금지"
"1672","01672.png","9","0.92152381","추월 금지"
"1673","01673.png","7","0.93303072","제한속도 100km/h"
"1674","01674.png","15","0.84190977","모든 차량 통행 금지"
"1675","01675.png","22","0.95205599","노면 요철"
"1676","01676.png","7","0.95206463","제한속도 100km/h"
"1677","01677.png","1","0.91598129","제한속도 30km/h"
"1678","01678.png","38","0.90880835","우측 통행"
"1679","01679.png","13","0.93455130","양보"
"1680","01680.png","13","0.90802675","양보"
"1681","01681.png","25","0.91981715","도로 공사"
"1682","01682.png","17","0.82537824","진입 금지"
"1683","01683.png","23","0.90346342","미끄러운 도로"
"1684","01684.png","31","0.92110163","야생동물 출현 주의"
"1685","01685.png","38","0.49784821","우측 통행"
"1686","01686.png","7","0.92234522","제한속도 100km/h"
"1687","01687.png","38","0.91020119","우측 통행"
"1688","01688.png","1","0.91710025","제한속도 30km/h"
"1689","01689.png","25","0.90228474","도로 공사"
"1690","01690.png","7","0.94367719","제한속도 100km/h"
"1691","01691.png","34","0.97185725","좌회전 지시"
"1692","01692.png","9","0.93933320","추월 금지"
"1693","01693.png","17","0.94342470","진입 금지"
"1694","01694.png","5","0.96280718","제한속도 80km/h"
"1695","01695.png","26","0.95726490","신호등 주의"
"1696","01696.png","17","0.95045841","진입 금지"
"1697","01697.png","30","0.98411351","빙판·눈길 주의"
"1698","01698.png","38","0.92382449","우측 통행"
"1699","01699.png","27","0.96268046","보행자 주의"
"1700","01700.png","6","0.94054371","제한속도 80km/h 해제"
"1701","01701.png","5","0.90520209","제한속도 80km/h"
"1702","01702.png","32","0.97205544","모든 속도·추월 제한 해제"
"1703","01703.png","25","0.94424582","도로 공사"
"1704","01704.png","16","0.98154300","3.5톤 초과 차량 통행 금지"
"1705","01705.png","35","0.93007356","직진 지시"
"1706","01706.png","18","0.90292245","일반 위험 주의"
"1707","01707.png","7","0.93785179","제한속도 100km/h"
"1708","01708.png","8","0.93265015","제한속도 120km/h"
"1709","01709.png","30","0.63005680","빙판·눈길 주의"
"1710","01710.png","1","0.90483075","제한속도 30km/h"
"1711","01711.png","1","0.90785289","제한속도 30km/h"
"1712","01712.png","40","0.90950882","회전교차로"
"1713","01713.png","30","0.98508888","빙판·눈길 주의"
"1714","01714.png","42","0.97368515","3.5톤 초과 차량 추월 금지 해제"
"1715","01715.png","10","0.91730022","3.5톤 초과 차량 추월 금지"
"1716","01716.png","9","0.90937579","추월 금지"
"1717","01717.png","10","0.90735376","3.5톤 초과 차량 추월 금지"
"1718","01718.png","11","0.86402762","다음 교차로 우선권"
"1719","01719.png","10","0.91327310","3.5톤 초과 차량 추월 금지"
"1720","01720.png","10","0.87945348","3.5톤 초과 차량 추월 금지"
"1721","01721.png","13","0.91851258","양보"
"1722","01722.png","13","0.86618584","양보"
"1723","01723.png","15","0.92942894","모든 차량 통행 금지"
"1724","01724.png","12","0.91849041","우선도로"
"1725","01725.png","38","0.90908736","우측 통행"
"1726","01726.png","10","0.86868036","3.5톤 초과 차량 추월 금지"
"1727","01727.png","40","0.90197426","회전교차로"
"1728","01728.png","31","0.94267642","야생동물 출현 주의"
"1729","01729.png","4","0.93072546","제한속도 70km/h"
"1730","01730.png","2","0.86244363","제한속도 50km/h"
"1731","01731.png","33","0.94699544","우회전 지시"
"1732","01732.png","18","0.95538217","일반 위험 주의"
"1733","01733.png","1","0.91660166","제한속도 30km/h"
"1734","01734.png","2","0.88929778","제한속도 50km/h"
"1735","01735.png","12","0.90123111","우선도로"
"1736","01736.png","4","0.92066693","제한속도 70km/h"
"1737","01737.png","15","0.93435425","모든 차량 통행 금지"
"1738","01738.png","17","0.93104726","진입 금지"
"1739","01739.png","10","0.93896866","3.5톤 초과 차량 추월 금지"
"1740","01740.png","13","0.92630827","양보"
"1741","01741.png","36","0.97731817","직진 또는 우회전 지시"
"1742","01742.png","25","0.91796297","도로 공사"
"1743","01743.png","2","0.93835306","제한속도 50km/h"
"1744","01744.png","10","0.91237235","3.5톤 초과 차량 추월 금지"
"1745","01745.png","5","0.93107939","제한속도 80km/h"
"1746","01746.png","39","0.98280728","좌측 통행"
"1747","01747.png","12","0.70890021","우선도로"
"1748","01748.png","8","0.92590207","제한속도 120km/h"
"1749","01749.png","38","0.91496521","우측 통행"
"1750","01750.png","26","0.96570599","신호등 주의"
"1751","01751.png","19","0.87658483","좌측 위험 굽은도로"
"1752","01752.png","31","0.94598562","야생동물 출현 주의"
"1753","01753.png","18","0.96431369","일반 위험 주의"
"1754","01754.png","38","0.84615970","우측 통행"
"1755","01755.png","5","0.95153666","제한속도 80km/h"
"1756","01756.png","9","0.92510009","추월 금지"
"1757","01757.png","7","0.92435879","제한속도 100km/h"
"1758","01758.png","36","0.98341054","직진 또는 우회전 지시"
"1759","01759.png","21","0.94418502","연속 굽은도로"
"1760","01760.png","20","0.97992378","우측 위험 굽은도로"
"1761","01761.png","37","0.99243778","직진 또는 좌회전 지시"
"1762","01762.png","17","0.94276077","진입 금지"
"1763","01763.png","41","0.95787245","추월 금지 해제"
"1764","01764.png","23","0.94342893","미끄러운 도로"
"1765","01765.png","34","0.96422303","좌회전 지시"
"1766","01766.png","14","0.93525875","정지"
"1767","01767.png","2","0.90554798","제한속도 50km/h"
"1768","01768.png","1","0.89608085","제한속도 30km/h"
"1769","01769.png","18","0.94396847","일반 위험 주의"
"1770","01770.png","3","0.93113434","제한속도 60km/h"
"1771","01771.png","3","0.89942521","제한속도 60km/h"
"1772","01772.png","39","0.98944187","좌측 통행"
"1773","01773.png","10","0.89605570","3.5톤 초과 차량 추월 금지"
"1774","01774.png","4","0.92641878","제한속도 70km/h"
"1775","01775.png","12","0.91398257","우선도로"
"1776","01776.png","11","0.93599486","다음 교차로 우선권"
"1777","01777.png","3","0.92478693","제한속도 60km/h"
"1778","01778.png","35","0.92954612","직진 지시"
"1779","01779.png","35","0.94071352","직진 지시"
"1780","01780.png","33","0.94439930","우회전 지시"
"1781","01781.png","38","0.67599088","우측 통행"
"1782","01782.png","8","0.88509732","제한속도 120km/h"
"1783","01783.png","10","0.90365320","3.5톤 초과 차량 추월 금지"
"1784","01784.png","35","0.93043238","직진 지시"
"1785","01785.png","25","0.94851053","도로 공사"
"1786","01786.png","31","0.94419914","야생동물 출현 주의"
"1787","01787.png","5","0.91042471","제한속도 80km/h"
"1788","01788.png","1","0.88010806","제한속도 30km/h"
"1789","01789.png","7","0.92143369","제한속도 100km/h"
"1790","01790.png","40","0.89228845","회전교차로"
"1791","01791.png","11","0.91360271","다음 교차로 우선권"
"1792","01792.png","38","0.89097852","우측 통행"
"1793","01793.png","8","0.93267536","제한속도 120km/h"
"1794","01794.png","25","0.92916834","도로 공사"
"1795","01795.png","12","0.91246510","우선도로"
"1796","01796.png","14","0.95529556","정지"
"1797","01797.png","31","0.92910188","야생동물 출현 주의"
"1798","01798.png","7","0.92966038","제한속도 100km/h"
"1799","01799.png","9","0.94590235","추월 금지"
"1800","01800.png","13","0.91332203","양보"
"1801","01801.png","22","0.93638104","노면 요철"
"1802","01802.png","24","0.97593713","우측 차로 폭 감소"
"1803","01803.png","7","0.93526721","제한속도 100km/h"
"1804","01804.png","11","0.93475312","다음 교차로 우선권"
"1805","01805.png","28","0.97278196","어린이 보호"
"1806","01806.png","38","0.92568994","우측 통행"
"1807","01807.png","16","0.98381436","3.5톤 초과 차량 통행 금지"
"1808","01808.png","9","0.91671550","추월 금지"
"1809","01809.png","35","0.94552821","직진 지시"
"1810","01810.png","12","0.89582992","우선도로"
"1811","01811.png","4","0.90887785","제한속도 70km/h"
"1812","01812.png","12","0.93733519","우선도로"
"1813","01813.png","9","0.92719513","추월 금지"
"1814","01814.png","36","0.98262227","직진 또는 우회전 지시"
"1815","01815.png","10","0.91313529","3.5톤 초과 차량 추월 금지"
"1816","01816.png","8","0.93054634","제한속도 120km/h"
"1817","01817.png","31","0.33957958","야생동물 출현 주의"
"1818","01818.png","13","0.93720210","양보"
"1819","01819.png","6","0.67094117","제한속도 80km/h 해제"
"1820","01820.png","5","0.94562745","제한속도 80km/h"
"1821","01821.png","28","0.98323971","어린이 보호"
"1822","01822.png","13","0.91120380","양보"
"1823","01823.png","35","0.94810402","직진 지시"
"1824","01824.png","30","0.97757065","빙판·눈길 주의"
"1825","01825.png","4","0.91915435","제한속도 70km/h"
"1826","01826.png","14","0.93955910","정지"
"1827","01827.png","23","0.76563722","미끄러운 도로"
"1828","01828.png","35","0.94340688","직진 지시"
"1829","01829.png","38","0.93724900","우측 통행"
"1830","01830.png","7","0.94930547","제한속도 100km/h"
"1831","01831.png","5","0.91858768","제한속도 80km/h"
"1832","01832.png","5","0.92321050","제한속도 80km/h"
"1833","01833.png","16","0.98120719","3.5톤 초과 차량 통행 금지"
"1834","01834.png","4","0.92339796","제한속도 70km/h"
"1835","01835.png","2","0.88257408","제한속도 50km/h"
"1836","01836.png","15","0.87704569","모든 차량 통행 금지"
"1837","01837.png","4","0.91855943","제한속도 70km/h"
"1838","01838.png","17","0.94099814","진입 금지"
"1839","01839.png","35","0.93924463","직진 지시"
"1840","01840.png","27","0.91258758","보행자 주의"
"1841","01841.png","33","0.90675157","우회전 지시"
"1842","01842.png","2","0.90271080","제한속도 50km/h"
"1843","01843.png","29","0.97700161","자전거 횡단 주의"
"1844","01844.png","5","0.92456114","제한속도 80km/h"
"1845","01845.png","11","0.91898781","다음 교차로 우선권"
"1846","01846.png","4","0.92374402","제한속도 70km/h"
"1847","01847.png","10","0.91718179","3.5톤 초과 차량 추월 금지"
"1848","01848.png","14","0.95288587","정지"
"1849","01849.png","13","0.91796798","양보"
"1850","01850.png","35","0.91442871","직진 지시"
"1851","01851.png","28","0.96432364","어린이 보호"
"1852","01852.png","13","0.92384911","양보"
"1853","01853.png","0","0.84143710","제한속도 20km/h"
"1854","01854.png","29","0.96721643","자전거 횡단 주의"
"1855","01855.png","5","0.92776948","제한속도 80km/h"
