original_row,filename,predicted_class,confidence
1836,01836.png,15,0.87704569
1837,01837.png,4,0.91855943
1838,01838.png,17,0.94099814
1839,01839.png,35,0.93924463
1840,01840.png,27,0.91258758
1841,01841.png,33,0.90675157
1842,01842.png,2,0.90271080
1843,01843.png,29,0.97700161
1844,01844.png,5,0.92456114
1845,01845.png,11,0.91898781
1846,01846.png,4,0.92374402
1847,01847.png,10,0.91718179
1848,01848.png,14,0.95288587
1849,01849.png,13,0.91796798
1850,01850.png,35,0.91442871
1851,01851.png,28,0.96432364
1852,01852.png,13,0.92384911
1853,01853.png,0,0.84143710
1854,01854.png,29,0.96721643
1855,01855.png,5,0.92776948
1856,01856.png,24,0.97706556
1857,01857.png,12,0.93380445
1858,01858.png,10,0.89350194
1859,01859.png,38,0.88202339
1860,01860.png,9,0.90433139
1861,01861.png,42,0.95990556
1862,01862.png,5,0.92151177
1863,01863.png,1,0.90008920
1864,01864.png,13,0.92447221
1865,01865.png,21,0.93663043
1866,01866.png,9,0.94552702
1867,01867.png,33,0.94472486
1868,01868.png,25,0.93599653
1869,01869.png,25,0.93031240
1870,01870.png,10,0.90237761
1871,01871.png,33,0.93223482
1872,01872.png,9,0.92242312
1873,01873.png,12,0.93832588
1874,01874.png,14,0.93803406
1875,01875.png,38,0.90311569
1876,01876.png,38,0.77705687
1877,01877.png,2,0.90033621
1878,01878.png,7,0.92799222
1879,01879.png,25,0.94507653
1880,01880.png,5,0.89459515
1881,01881.png,15,0.93933266
1882,01882.png,12,0.90769672
1883,01883.png,1,0.90957141
1884,01884.png,2,0.73110944
1885,01885.png,1,0.88229644
1886,01886.png,18,0.94958079
1887,01887.png,8,0.94006109
1888,01888.png,16,0.98638189
1889,01889.png,39,0.98702455
1890,01890.png,13,0.89729649
1891,01891.png,10,0.91523808
1892,01892.png,1,0.91018885
1893,01893.png,4,0.93871009
1894,01894.png,2,0.87825716
1895,01895.png,17,0.94717640
1896,01896.png,23,0.93910766
1897,01897.png,9,0.91249454
1898,01898.png,21,0.96209532
1899,01899.png,38,0.90100241
1900,01900.png,10,0.93471360
1901,01901.png,10,0.85688013
1902,01902.png,31,0.94142425
1903,01903.png,2,0.90624696
1904,01904.png,36,0.97555977
1905,01905.png,38,0.91282851
1906,01906.png,2,0.89132100
1907,01907.png,31,0.93750370
1908,01908.png,38,0.93043905
1909,01909.png,7,0.54178244
1910,01910.png,22,0.95503879
1911,01911.png,25,0.91739935
1912,01912.png,9,0.93998051
1913,01913.png,38,0.90112185
1914,01914.png,34,0.88857782
1915,01915.png,38,0.91304326
1916,01916.png,29,0.97178560
1917,01917.png,16,0.96753359
1918,01918.png,25,0.89678770
1919,01919.png,35,0.94984829
1920,01920.png,8,0.93983614
1921,01921.png,22,0.97162205
1922,01922.png,5,0.93370873
1923,01923.png,13,0.89994615
1924,01924.png,4,0.94113803
1925,01925.png,11,0.84829640
1926,01926.png,34,0.92514724
1927,01927.png,31,0.95161134
1928,01928.png,25,0.92450571
1929,01929.png,1,0.89859748
1930,01930.png,13,0.91668379
1931,01931.png,8,0.92987853
1932,01932.png,1,0.91386032
1933,01933.png,12,0.91159523
1934,01934.png,2,0.86302656
1935,01935.png,17,0.93759376
1936,01936.png,8,0.95088547
1937,01937.png,30,0.62652910
1938,01938.png,5,0.92449963
1939,01939.png,2,0.53612334
1940,01940.png,5,0.92238528
1941,01941.png,15,0.93559903
1942,01942.png,1,0.90886700
1943,01943.png,10,0.94858593
1944,01944.png,11,0.94373918
1945,01945.png,8,0.93709642
1946,01946.png,25,0.93176979
1947,01947.png,18,0.65954262
1948,01948.png,17,0.94130164
1949,01949.png,10,0.87557101
1950,01950.png,15,0.92950493
1951,01951.png,25,0.93393242
1952,01952.png,5,0.92319959
1953,01953.png,4,0.91477436
1954,01954.png,4,0.91474700
1955,01955.png,1,0.90064138
1956,01956.png,4,0.93928689
1957,01957.png,7,0.93563849
1958,01958.png,40,0.95244867
1959,01959.png,11,0.95580411
1960,01960.png,1,0.88631481
1961,01961.png,20,0.98333782
1962,01962.png,17,0.95664984
1963,01963.png,26,0.98765367
1964,01964.png,38,0.89107823
1965,01965.png,12,0.91456789
1966,01966.png,7,0.93923432
1967,01967.png,4,0.90873408
1968,01968.png,1,0.86469907
1969,01969.png,37,0.62529212
1970,01970.png,9,0.93359190
1971,01971.png,9,0.92452365
1972,01972.png,5,0.94515449
1973,01973.png,1,0.90203547
1974,01974.png,34,0.85806727
1975,01975.png,12,0.93052441
1976,01976.png,30,0.98278135
1977,01977.png,12,0.91494554
1978,01978.png,10,0.90868992
1979,01979.png,3,0.91310561
1980,01980.png,10,0.90423244
1981,01981.png,17,0.95011121
1982,01982.png,10,0.90345573
1983,01983.png,7,0.93036407
1984,01984.png,10,0.91820318
1985,01985.png,25,0.92906708
1986,01986.png,2,0.86407822
1987,01987.png,22,0.96974021
1988,01988.png,8,0.90426022
1989,01989.png,38,0.91359198
1990,01990.png,7,0.93387920
1991,01991.png,2,0.90284789
1992,01992.png,22,0.94224519
1993,01993.png,11,0.93380809
1994,01994.png,11,0.93893313
1995,01995.png,13,0.91297042
1996,01996.png,35,0.93840903
1997,01997.png,12,0.92104316
1998,01998.png,3,0.92076021
1999,01999.png,3,0.91668129
2000,02000.png,34,0.97567278
2001,02001.png,38,0.87811410
2002,02002.png,8,0.65214723
2003,02003.png,11,0.94910568
2004,02004.png,9,0.92040056
2005,02005.png,26,0.91770971
2006,02006.png,17,0.96081227
2007,02007.png,2,0.87136608
2008,02008.png,4,0.90949970
2009,02009.png,35,0.94334066
2010,02010.png,36,0.97561955
2011,02011.png,12,0.92469096
2012,02012.png,38,0.90865052
2013,02013.png,10,0.92024112
2014,02014.png,22,0.96508849
2015,02015.png,38,0.93407798
2016,02016.png,8,0.96031147
2017,02017.png,7,0.95439708
2018,02018.png,9,0.43864924
2019,02019.png,17,0.95618737
2020,02020.png,3,0.91394800
2021,02021.png,25,0.94714069
2022,02022.png,7,0.92106086
2023,02023.png,4,0.92217761
2024,02024.png,1,0.90189129
2025,02025.png,4,0.44654667
2026,02026.png,1,0.89713782
2027,02027.png,38,0.90764034
2028,02028.png,4,0.93829125
2029,02029.png,25,0.93612725
2030,02030.png,10,0.89941758
2031,02031.png,7,0.94124013
2032,02032.png,38,0.92911834
2033,02033.png,13,0.89919817
2034,02034.png,14,0.94465166
2035,02035.png,35,0.93290830
2036,02036.png,26,0.94211775
2037,02037.png,35,0.93498510
2038,02038.png,25,0.93690073
2039,02039.png,12,0.91103035
2040,02040.png,13,0.88332796
2041,02041.png,4,0.91818076
2042,02042.png,7,0.92506433
2043,02043.png,1,0.89237225
2044,02044.png,3,0.91188711
2045,02045.png,0,0.87275964
2046,02046.png,38,0.89561367
2047,02047.png,7,0.94661170
2048,02048.png,2,0.90956938
2049,02049.png,13,0.88908738
2050,02050.png,39,0.98954928
2051,02051.png,1,0.89443803
2052,02052.png,25,0.83803648
2053,02053.png,3,0.90714604
2054,02054.png,26,0.56040388
2055,02055.png,1,0.87328738
2056,02056.png,32,0.97438669
2057,02057.png,36,0.97012275
2058,02058.png,12,0.90116978
2059,02059.png,9,0.92228824
2060,02060.png,14,0.91249174
2061,02061.png,9,0.91599411
2062,02062.png,2,0.88234317
2063,02063.png,2,0.86183244
2064,02064.png,5,0.90420544
2065,02065.png,18,0.96969134
2066,02066.png,11,0.91778368
2067,02067.png,12,0.92078954
2068,02068.png,15,0.94558471
2069,02069.png,18,0.94643122
2070,02070.png,11,0.92626351
2071,02071.png,12,0.90225524
2072,02072.png,30,0.97953278
2073,02073.png,1,0.89032215
2074,02074.png,9,0.89554179
2075,02075.png,18,0.94203901
2076,02076.png,33,0.91218162
2077,02077.png,7,0.92985874
2078,02078.png,38,0.92948598
2079,02079.png,17,0.95216650
2080,02080.png,2,0.91624451
2081,02081.png,9,0.93732709
2082,02082.png,15,0.93695563
2083,02083.png,13,0.90524065
2084,02084.png,10,0.89929956
2085,02085.png,31,0.90843236
2086,02086.png,28,0.98187983
2087,02087.png,18,0.97734308
2088,02088.png,1,0.90010715
2089,02089.png,13,0.90850830
2090,02090.png,31,0.94435370
2091,02091.png,28,0.97074944
2092,02092.png,9,0.91591811
2093,02093.png,11,0.94638819
2094,02094.png,25,0.93597347
2095,02095.png,37,0.98609692
2096,02096.png,25,0.92884129
2097,02097.png,12,0.92986339
2098,02098.png,18,0.97097594
2099,02099.png,1,0.93118656
2100,02100.png,29,0.96994644
2101,02101.png,31,0.92156947
2102,02102.png,7,0.92414504
2103,02103.png,2,0.87986338
2104,02104.png,2,0.87867337
2105,02105.png,6,0.92267770
2106,02106.png,7,0.90939808
2107,02107.png,4,0.90235764
2108,02108.png,36,0.97198355
2109,02109.png,30,0.97882873
2110,02110.png,2,0.87597066
2111,02111.png,17,0.94747013
2112,02112.png,18,0.91872281
2113,02113.png,5,0.91335386
2114,02114.png,2,0.88962430
2115,02115.png,13,0.89615732
2116,02116.png,26,0.98506910
2117,02117.png,7,0.88595051
2118,02118.png,9,0.91507554
2119,02119.png,3,0.91937780
2120,02120.png,38,0.82109952
2121,02121.png,18,0.93437213
2122,02122.png,11,0.92956787
2123,02123.png,13,0.92539155
2124,02124.png,11,0.72224903
2125,02125.png,13,0.94173878
2126,02126.png,10,0.90823460
2127,02127.png,5,0.92409760
2128,02128.png,16,0.96666884
2129,02129.png,13,0.90687323
2130,02130.png,16,0.97864026
2131,02131.png,9,0.92450643
2132,02132.png,3,0.91824168
2133,02133.png,16,0.96994084
2134,02134.png,13,0.90328586
2135,02135.png,35,0.96671116
2136,02136.png,13,0.92000580
2137,02137.png,10,0.91125774
2138,02138.png,36,0.97915649
2139,02139.png,1,0.91303146
2140,02140.png,38,0.87923259
2141,02141.png,17,0.94550443
2142,02142.png,12,0.92281330
2143,02143.png,11,0.95068860
2144,02144.png,2,0.90356714
2145,02145.png,4,0.91940510
2146,02146.png,13,0.90113866
2147,02147.png,18,0.95442247
2148,02148.png,12,0.91878760
2149,02149.png,33,0.97238064
2150,02150.png,11,0.91314852
2151,02151.png,36,0.97763389
2152,02152.png,31,0.94856942
2153,02153.png,7,0.90904373
2154,02154.png,1,0.89640093
2155,02155.png,5,0.95028442
2156,02156.png,10,0.90671933
2157,02157.png,27,0.71214861
2158,02158.png,3,0.92650348
2159,02159.png,40,0.92385614
2160,02160.png,0,0.95446593
2161,02161.png,4,0.94440120
2162,02162.png,9,0.90145117
2163,02163.png,2,0.88236344
2164,02164.png,2,0.90364599
2165,02165.png,2,0.86802417
2166,02166.png,13,0.94765115
2167,02167.png,16,0.95522702
2168,02168.png,13,0.90400648
2169,02169.png,2,0.88755351
2170,02170.png,18,0.92641896
2171,02171.png,2,0.88764250
2172,02172.png,18,0.94978172
2173,02173.png,6,0.92069101
2174,02174.png,9,0.92436880
2175,02175.png,2,0.88462979
2176,02176.png,17,0.80854082
2177,02177.png,14,0.94056684
2178,02178.png,5,0.94070429
2179,02179.png,12,0.90028888
2180,02180.png,5,0.94131738
2181,02181.png,26,0.97455877
2182,02182.png,3,0.92904794
2183,02183.png,17,0.95743066
2184,02184.png,40,0.95435798
2185,02185.png,38,0.91415507
2186,02186.png,14,0.93570870
2187,02187.png,16,0.97962153
2188,02188.png,6,0.97110790
2189,02189.png,8,0.92749488
2190,02190.png,4,0.91659021
2191,02191.png,5,0.91759676
2192,02192.png,4,0.91006613
2193,02193.png,11,0.87472814
2194,02194.png,5,0.92505574
2195,02195.png,13,0.93145251
2196,02196.png,2,0.92093366
2197,02197.png,11,0.93750852
2198,02198.png,12,0.91466665
2199,02199.png,4,0.92886484
2200,02200.png,7,0.90876174
2201,02201.png,38,0.90639955
2202,02202.png,33,0.95122975
2203,02203.png,10,0.91703749
2204,02204.png,33,0.95876259
2205,02205.png,12,0.90759140
2206,02206.png,14,0.95723301
2207,02207.png,38,0.92343277
2208,02208.png,1,0.89352733
2209,02209.png,23,0.97923499
2210,02210.png,7,0.92277825
2211,02211.png,27,0.94578701
2212,02212.png,35,0.91842771
2213,02213.png,10,0.89470804
2214,02214.png,4,0.92027152
2215,02215.png,1,0.91617060
2216,02216.png,11,0.85903716
2217,02217.png,35,0.93399364
2218,02218.png,42,0.97318834
2219,02219.png,28,0.91671163
2220,02220.png,8,0.94422656
2221,02221.png,12,0.93442315
2222,02222.png,5,0.95617408
2223,02223.png,18,0.93196279
2224,02224.png,35,0.95100373
2225,02225.png,17,0.95367551
2226,02226.png,4,0.91483164
2227,02227.png,8,0.94511658
2228,02228.png,26,0.95543963
2229,02229.png,17,0.94343734
2230,02230.png,14,0.94591349
2231,02231.png,8,0.93597859
2232,02232.png,15,0.94134748
2233,02233.png,10,0.92241704
2234,02234.png,5,0.92365003
2235,02235.png,8,0.67876178
2236,02236.png,6,0.94767147
2237,02237.png,14,0.94943160
2238,02238.png,10,0.90477949
2239,02239.png,35,0.92895454
2240,02240.png,1,0.90462321
2241,02241.png,13,0.89747256
2242,02242.png,22,0.95913726
2243,02243.png,16,0.97717309
2244,02244.png,1,0.89464784
2245,02245.png,35,0.94388020
2246,02246.png,5,0.89989203
2247,02247.png,13,0.93127429
2248,02248.png,38,0.90494722
2249,02249.png,7,0.95115769
2250,02250.png,1,0.90617120
2251,02251.png,4,0.90521485
2252,02252.png,25,0.92894149
2253,02253.png,11,0.89434326
2254,02254.png,3,0.90734434
2255,02255.png,12,0.91898710
2256,02256.png,2,0.91489255
2257,02257.png,12,0.91157347
2258,02258.png,12,0.58532470
2259,02259.png,10,0.90805143
2260,02260.png,10,0.91674358
2261,02261.png,13,0.88597697
2262,02262.png,6,0.93066657
2263,02263.png,23,0.87564570
2264,02264.png,13,0.91344368
2265,02265.png,25,0.93619788
2266,02266.png,2,0.90360343
2267,02267.png,12,0.91279095
2268,02268.png,13,0.93666637
2269,02269.png,2,0.89820552
2270,02270.png,12,0.92000747
2271,02271.png,13,0.91649801
2272,02272.png,4,0.90192503
2273,02273.png,16,0.97446793
2274,02274.png,20,0.98753905
2275,02275.png,12,0.95699984
2276,02276.png,25,0.91099703
2277,02277.png,10,0.92559844
2278,02278.png,1,0.88381284
2279,02279.png,7,0.93215829
2280,02280.png,38,0.91742235
2281,02281.png,5,0.94940335
2282,02282.png,13,0.90433198
2283,02283.png,9,0.93880051
2284,02284.png,4,0.90807235
2285,02285.png,38,0.91215134
2286,02286.png,10,0.89935297
2287,02287.png,17,0.95281649
2288,02288.png,30,0.98259544
2289,02289.png,13,0.90653938
2290,02290.png,1,0.89494282
2291,02291.png,14,0.92080617
2292,02292.png,10,0.92055911
2293,02293.png,10,0.91152185
2294,02294.png,33,0.92308205
2295,02295.png,2,0.91683173
2296,02296.png,13,0.91558307
2297,02297.png,2,0.89153868
2298,02298.png,7,0.94902730
2299,02299.png,36,0.96819246
2300,02300.png,6,0.93433654
2301,02301.png,1,0.92075878
2302,02302.png,12,0.91392052
2303,02303.png,17,0.94816357
2304,02304.png,17,0.94819683
2305,02305.png,1,0.92814684
2306,02306.png,4,0.89488536
2307,02307.png,1,0.91643190
2308,02308.png,34,0.92517704
2309,02309.png,3,0.90270245
2310,02310.png,5,0.89320546
2311,02311.png,35,0.94502658
2312,02312.png,1,0.89971310
2313,02313.png,1,0.90883845
2314,02314.png,4,0.91990823
2315,02315.png,13,0.89958042
2316,02316.png,21,0.98263967
2317,02317.png,25,0.92435360
2318,02318.png,3,0.92073798
2319,02319.png,7,0.93521959
2320,02320.png,5,0.93581539
2321,02321.png,3,0.92310601
2322,02322.png,7,0.93664581
2323,02323.png,2,0.90303850
2324,02324.png,5,0.88396370
2325,02325.png,15,0.92506826
2326,02326.png,19,0.99099064
2327,02327.png,4,0.60506594
2328,02328.png,10,0.90231800
2329,02329.png,14,0.94561112
2330,02330.png,28,0.98739934
2331,02331.png,38,0.89993471
2332,02332.png,42,0.92600548
2333,02333.png,36,0.97454673
2334,02334.png,17,0.92851299
2335,02335.png,1,0.90406448
2336,02336.png,5,0.92984051
2337,02337.png,38,0.89896429
2338,02338.png,8,0.92903590
2339,02339.png,16,0.98765612
2340,02340.png,7,0.93750590
2341,02341.png,13,0.89039648
2342,02342.png,31,0.83281380
2343,02343.png,1,0.87757981
2344,02344.png,25,0.93566132
2345,02345.png,32,0.97612995
2346,02346.png,5,0.89176369
2347,02347.png,29,0.97261602
2348,02348.png,4,0.92234159
2349,02349.png,13,0.89158416
2350,02350.png,35,0.94058603
2351,02351.png,33,0.94663215
2352,02352.png,5,0.84677887
2353,02353.png,4,0.93051988
2354,02354.png,10,0.92354262
2355,02355.png,18,0.93112177
2356,02356.png,1,0.89053327
2357,02357.png,11,0.94706774
2358,02358.png,33,0.93474579
2359,02359.png,10,0.87688947
2360,02360.png,30,0.98171073
2361,02361.png,11,0.81381387
2362,02362.png,5,0.91054076
2363,02363.png,31,0.96293849
2364,02364.png,12,0.94300550
2365,02365.png,2,0.90030450
2366,02366.png,2,0.92266589
2367,02367.png,1,0.88966596
2368,02368.png,8,0.91479528
2369,02369.png,13,0.90140283
2370,02370.png,21,0.98363519
2371,02371.png,2,0.88564098
2372,02372.png,1,0.83408183
2373,02373.png,25,0.92420799
2374,02374.png,8,0.90455830
2375,02375.png,33,0.92042035
2376,02376.png,4,0.95027506
2377,02377.png,17,0.93214709
2378,02378.png,11,0.39931715
2379,02379.png,12,0.29712257
2380,02380.png,26,0.95503837
2381,02381.png,11,0.95225763
2382,02382.png,2,0.89660305
2383,02383.png,7,0.94244617
2384,02384.png,22,0.97546571
2385,02385.png,10,0.89961118
2386,02386.png,4,0.92855102
2387,02387.png,25,0.92690265
2388,02388.png,31,0.92963004
2389,02389.png,10,0.91304773
2390,02390.png,18,0.95668292
2391,02391.png,1,0.88527703
2392,02392.png,11,0.93408895
2393,02393.png,17,0.90715909
2394,02394.png,7,0.94694072
2395,02395.png,2,0.87279278
2396,02396.png,24,0.98815876
2397,02397.png,3,0.95161617
2398,02398.png,7,0.94652176
2399,02399.png,5,0.93471777
2400,02400.png,28,0.95567995
2401,02401.png,12,0.91006452
2402,02402.png,8,0.95297283
2403,02403.png,23,0.92499727
2404,02404.png,38,0.89784318
2405,02405.png,1,0.91401654
2406,02406.png,34,0.95627272
2407,02407.png,23,0.96695852
2408,02408.png,2,0.87183619
2409,02409.png,8,0.92279470
2410,02410.png,38,0.90279114
2411,02411.png,9,0.90347964
2412,02412.png,38,0.90617543
2413,02413.png,8,0.93418235
2414,02414.png,25,0.92259479
2415,02415.png,13,0.91017568
2416,02416.png,38,0.87982529
2417,02417.png,13,0.90125757
2418,02418.png,4,0.91926557
2419,02419.png,31,0.93135619
2420,02420.png,12,0.90762401
2421,02421.png,8,0.93190736
2422,02422.png,31,0.94031894
2423,02423.png,22,0.95119762
2424,02424.png,6,0.96614558
2425,02425.png,18,0.92662120
2426,02426.png,10,0.91576451
2427,02427.png,33,0.93219858
2428,02428.png,5,0.96681112
2429,02429.png,1,0.91552711
2430,02430.png,4,0.91827142
2431,02431.png,12,0.92630124
2432,02432.png,35,0.30495980
2433,02433.png,25,0.93909186
2434,02434.png,2,0.31959808
2435,02435.png,11,0.94151258
2436,02436.png,13,0.88058466
2437,02437.png,7,0.93928838
2438,02438.png,14,0.95008397
2439,02439.png,8,0.94078130
2440,02440.png,11,0.93319267
2441,02441.png,1,0.91323590
2442,02442.png,11,0.93090868
2443,02443.png,17,0.94188333
2444,02444.png,35,0.94057602
2445,02445.png,4,0.92328364
2446,02446.png,26,0.94648141
2447,02447.png,6,0.97144157
2448,02448.png,19,0.98750985
2449,02449.png,9,0.92057711
2450,02450.png,11,0.82728589
2451,02451.png,35,0.95595419
2452,02452.png,38,0.93208879
2453,02453.png,25,0.92642397
2454,02454.png,2,0.89727598
2455,02455.png,9,0.93458301
2456,02456.png,13,0.89977008
2457,02457.png,2,0.90044379
2458,02458.png,13,0.91292346
2459,02459.png,18,0.91782337
2460,02460.png,11,0.73113787
2461,02461.png,38,0.90702969
2462,02462.png,10,0.90200162
2463,02463.png,2,0.90023434
2464,02464.png,9,0.94606137
2465,02465.png,12,0.92080265
2466,02466.png,2,0.90292561
2467,02467.png,9,0.90855664
2468,02468.png,5,0.92278874
2469,02469.png,1,0.84784645
2470,02470.png,10,0.87745029
2471,02471.png,25,0.88344675
2472,02472.png,2,0.86430043
2473,02473.png,38,0.91870832
2474,02474.png,16,0.98512727
2475,02475.png,38,0.91311949
2476,02476.png,29,0.23830698
2477,02477.png,12,0.88656807
2478,02478.png,12,0.91484177
2479,02479.png,31,0.90305346
2480,02480.png,6,0.94524896
2481,02481.png,11,0.92883068
2482,02482.png,25,0.89949214
2483,02483.png,17,0.95098197
2484,02484.png,25,0.95026672
2485,02485.png,36,0.97541600
2486,02486.png,9,0.90310371
2487,02487.png,40,0.95704842
2488,02488.png,13,0.93843096
2489,02489.png,25,0.91681594
2490,02490.png,4,0.90612018
2491,02491.png,9,0.93925685
2492,02492.png,22,0.95666993
2493,02493.png,2,0.90713024
2494,02494.png,2,0.42321628
2495,02495.png,13,0.91437370
2496,02496.png,3,0.92030382
2497,02497.png,4,0.92293501
2498,02498.png,38,0.91333157
2499,02499.png,12,0.90961254
2500,02500.png,32,0.97899401
2501,02501.png,12,0.91039580
2502,02502.png,23,0.94361359
2503,02503.png,39,0.99046689
2504,02504.png,35,0.94693100
2505,02505.png,31,0.93936610
2506,02506.png,40,0.93930113
2507,02507.png,2,0.88582355
2508,02508.png,9,0.96439141
2509,02509.png,5,0.96653563
2510,02510.png,8,0.94597155
2511,02511.png,20,0.98298371
2512,02512.png,5,0.91417116
2513,02513.png,9,0.93118781
2514,02514.png,2,0.89602023
2515,02515.png,11,0.93566537
2516,02516.png,12,0.90901721
2517,02517.png,29,0.97299409
2518,02518.png,17,0.87251037
2519,02519.png,8,0.94713169
2520,02520.png,3,0.89993846
2521,02521.png,15,0.92599159
2522,02522.png,3,0.94109392
2523,02523.png,13,0.88224846
2524,02524.png,10,0.89459056
2525,02525.png,13,0.91739714
2526,02526.png,4,0.91849273
2527,02527.png,1,0.91283631
2528,02528.png,25,0.89919257
2529,02529.png,5,0.83592814
2530,02530.png,26,0.95143723
2531,02531.png,25,0.94224000
2532,02532.png,10,0.89867353
2533,02533.png,1,0.90083271
2534,02534.png,8,0.94325858
2535,02535.png,40,0.92094600
2536,02536.png,9,0.92244685
2537,02537.png,10,0.91631216
2538,02538.png,3,0.89820427
2539,02539.png,25,0.92808574
2540,02540.png,25,0.93385476
2541,02541.png,12,0.89730585
2542,02542.png,10,0.89679557
2543,02543.png,13,0.91483104
2544,02544.png,39,0.98779386
2545,02545.png,17,0.91285831
2546,02546.png,7,0.93147045
2547,02547.png,17,0.94929743
2548,02548.png,9,0.92415780
2549,02549.png,12,0.90585542
2550,02550.png,1,0.89677644
2551,02551.png,9,0.93711865
2552,02552.png,10,0.89789158
2553,02553.png,4,0.93294567
2554,02554.png,9,0.91811585
2555,02555.png,18,0.95387560
2556,02556.png,7,0.91952914
2557,02557.png,4,0.92263830
2558,02558.png,1,0.90914816
2559,02559.png,19,0.42580754
2560,02560.png,2,0.89895743
2561,02561.png,4,0.92570394
2562,02562.png,35,0.94533479
2563,02563.png,11,0.91118175
2564,02564.png,9,0.91422862
2565,02565.png,5,0.93306565
2566,02566.png,2,0.73112720
2567,02567.png,7,0.93145633
2568,02568.png,25,0.95106679
2569,02569.png,14,0.95252711
2570,02570.png,26,0.97584099
2571,02571.png,23,0.97160643
2572,02572.png,5,0.93418700
2573,02573.png,18,0.93772042
2574,02574.png,2,0.91579533
2575,02575.png,29,0.96365023
2576,02576.png,25,0.91290307
2577,02577.png,1,0.56224138
2578,02578.png,22,0.89947891
2579,02579.png,12,0.90722179
2580,02580.png,1,0.90650463
2581,02581.png,14,0.95576859
2582,02582.png,34,0.97541672
2583,02583.png,33,0.96077728
2584,02584.png,19,0.98850715
2585,02585.png,2,0.89879370
2586,02586.png,12,0.92027545
2587,02587.png,9,0.94381291
2588,02588.png,17,0.94969207
2589,02589.png,26,0.95741564
2590,02590.png,13,0.91778928
2591,02591.png,14,0.94768614
2592,02592.png,3,0.92026424
2593,02593.png,2,0.88609701
2594,02594.png,2,0.91323274
2595,02595.png,5,0.90263474
2596,02596.png,17,0.93485051
2597,02597.png,25,0.93469882
2598,02598.png,17,0.95215142
2599,02599.png,30,0.97771674
2600,02600.png,30,0.97815293
2601,02601.png,38,0.82286358
2602,02602.png,35,0.93585724
2603,02603.png,4,0.91683978
2604,02604.png,2,0.93310058
2605,02605.png,2,0.89391357
2606,02606.png,28,0.98518199
2607,02607.png,33,0.95599592
2608,02608.png,33,0.94968820
2609,02609.png,33,0.94240206
2610,02610.png,27,0.93511611
2611,02611.png,24,0.98770088
2612,02612.png,25,0.93402392
2613,02613.png,9,0.93862092
2614,02614.png,16,0.97567278
2615,02615.png,12,0.67857271
2616,02616.png,1,0.89397508
2617,02617.png,5,0.92495263
2618,02618.png,34,0.97906965
2619,02619.png,10,0.88580614
2620,02620.png,25,0.92989028
2621,02621.png,25,0.90365970
2622,02622.png,35,0.93412554
2623,02623.png,5,0.92957699
2624,02624.png,13,0.91001248
2625,02625.png,5,0.89632952
2626,02626.png,7,0.94995821
2627,02627.png,4,0.92765409
2628,02628.png,34,0.89780378
2629,02629.png,15,0.94798154
2630,02630.png,7,0.94437200
2631,02631.png,13,0.90705842
2632,02632.png,1,0.92756414
2633,02633.png,23,0.98777300
2634,02634.png,35,0.92607933
2635,02635.png,5,0.89554685
2636,02636.png,13,0.91656500
2637,02637.png,5,0.39338419
2638,02638.png,28,0.98359019
2639,02639.png,13,0.91224229
2640,02640.png,12,0.89082474
2641,02641.png,11,0.93805104
2642,02642.png,25,0.94533789
2643,02643.png,34,0.95208782
2644,02644.png,10,0.89295673
2645,02645.png,3,0.92890835
2646,02646.png,5,0.89670938
2647,02647.png,31,0.93727005
2648,02648.png,11,0.89808100
2649,02649.png,11,0.85482395
2650,02650.png,37,0.98465598
2651,02651.png,12,0.92193830
2652,02652.png,25,0.91658932
2653,02653.png,9,0.97184765
2654,02654.png,13,0.91141170
2655,02655.png,30,0.97649223
2656,02656.png,25,0.94562560
2657,02657.png,25,0.93304074
2658,02658.png,12,0.92478925
2659,02659.png,12,0.90092921
2660,02660.png,30,0.97549725
2661,02661.png,15,0.94399005
2662,02662.png,13,0.91046494
2663,02663.png,1,0.92989266
2664,02664.png,25,0.92322868
2665,02665.png,8,0.91692156
2666,02666.png,13,0.91477334
2667,02667.png,3,0.92951518
2668,02668.png,10,0.91538727
2669,02669.png,18,0.82395446
2670,02670.png,42,0.94620204
2671,02671.png,9,0.93420291
2672,02672.png,16,0.98556083
2673,02673.png,4,0.93886012
2674,02674.png,12,0.91238570
2675,02675.png,15,0.93412012
2676,02676.png,25,0.92777133
2677,02677.png,6,0.95086724
2678,02678.png,41,0.97236323
2679,02679.png,1,0.88589919
2680,02680.png,1,0.90539104
2681,02681.png,2,0.86987334
2682,02682.png,11,0.25588405
2683,02683.png,13,0.90677011
2684,02684.png,33,0.91431701
2685,02685.png,38,0.83544832
2686,02686.png,4,0.92728144
2687,02687.png,5,0.96118087
2688,02688.png,7,0.88196164
2689,02689.png,2,0.88900572
2690,02690.png,35,0.92534930
2691,02691.png,10,0.87569523
2692,02692.png,38,0.91029108
2693,02693.png,4,0.92621928
2694,02694.png,1,0.88176888
2695,02695.png,13,0.91734487
2696,02696.png,11,0.92301708
2697,02697.png,38,0.92426765
2698,02698.png,7,0.93020123
2699,02699.png,5,0.95882428
2700,02700.png,2,0.52104878
2701,02701.png,35,0.94908679
2702,02702.png,37,0.98877174
2703,02703.png,38,0.89929110
2704,02704.png,38,0.92398757
2705,02705.png,1,0.91684836
2706,02706.png,33,0.94761860
2707,02707.png,29,0.97269297
2708,02708.png,26,0.96987331
